YEAR_MONTH,SIDO,TARGET_COUNT,TEMP_AVG,TEMP_MAX,HUMIDITY,RAIN,THI,CPI_AGRI,CPI_TOTAL,RESTAURANT_DENSITY,VIOLATION_RATE,TARGET
2024-06,부산광역시,9.0,22.675512501481215,37.7,71.32672236046925,145.50515463917526,70.40797645934353,119.5,113.84,55922,0.16093844998390616,0
2024-06,인천광역시,0.0,22.675512501481215,37.7,71.32672236046925,145.50515463917526,70.40797645934353,119.5,113.84,41726,0.0,0
2024-06,서울특별시,3.0,22.675512501481215,37.7,71.32672236046925,145.50515463917526,70.40797645934353,119.5,113.84,138619,0.021642054840966967,0
2024-06,광주광역시,3.0,22.675512501481215,37.7,71.32672236046925,145.50515463917526,70.40797645934353,119.5,113.84,22065,0.13596193065941536,0
2024-06,경상북도,6.0,22.675512501481215,37.7,71.32672236046925,145.50515463917526,70.40797645934353,119.5,113.84,54980,0.10913059294288832,0
2024-06,충청남도,1.0,22.675512501481215,37.7,71.32672236046925,145.50515463917526,70.40797645934353,119.5,113.84,42097,0.02375466185238853,0
2024-06,충청북도,9.0,22.675512501481215,37.7,71.32672236046925,145.50515463917526,70.40797645934353,119.5,113.84,31440,0.28625954198473286,1
2024-06,전북특별자치도,0.0,22.675512501481215,37.7,71.32672236046925,145.50515463917526,70.40797645934353,119.5,113.84,31373,0.0,0
2024-06,전라남도,0.0,22.675512501481215,37.7,71.32672236046925,145.50515463917526,70.40797645934353,119.5,113.84,37127,0.0,0
2024-06,세종특별자치시,0.0,22.675512501481215,37.7,71.32672236046925,145.50515463917526,70.40797645934353,119.5,113.84,4829,0.0,0
2024-07,대전광역시,0.0,26.31279313785076,37.7,83.70253431647994,353.1422680412371,77.3364558671032,120.59,114.13,23164,0.0,0
2024-07,강원특별자치도,3.0,26.31279313785076,37.7,83.70253431647994,353.1422680412371,77.3364558671032,120.59,114.13,43926,0.06829668078131403,0
2024-07,대구광역시,0.0,26.31279313785076,37.7,83.70253431647994,353.1422680412371,77.3364558671032,120.59,114.13,37976,0.0,0
2024-07,제주특별자치도,1.0,26.31279313785076,37.7,83.70253431647994,353.1422680412371,77.3364558671032,120.59,114.13,24251,0.04123541297266092,0
2024-07,울산광역시,2.0,26.31279313785076,37.7,83.70253431647994,353.1422680412371,77.3364558671032,120.59,114.13,19964,0.10018032458425165,0
2024-07,경상남도,4.0,26.31279313785076,37.7,83.70253431647994,353.1422680412371,77.3364558671032,120.59,114.13,67454,0.059299670886826576,0
2024-07,경기도,80.0,26.31279313785076,37.7,83.70253431647994,353.1422680412371,77.3364558671032,120.59,114.13,183285,0.43647870802302424,1
2024-07,부산광역시,2.0,26.31279313785076,37.7,83.70253431647994,353.1422680412371,77.3364558671032,120.59,114.13,55922,0.03576409999642359,0
2024-07,인천광역시,3.0,26.31279313785076,37.7,83.70253431647994,353.1422680412371,77.3364558671032,120.59,114.13,41726,0.07189761779226382,0
2024-07,서울특별시,4.0,26.31279313785076,37.7,83.70253431647994,353.1422680412371,77.3364558671032,120.59,114.13,138619,0.02885607312128929,0
2024-07,광주광역시,12.0,26.31279313785076,37.7,83.70253431647994,353.1422680412371,77.3364558671032,120.59,114.13,22065,0.5438477226376615,1
2024-07,경상북도,3.0,26.31279313785076,37.7,83.70253431647994,353.1422680412371,77.3364558671032,120.59,114.13,54980,0.05456529647144416,0
2024-07,충청남도,2.0,26.31279313785076,37.7,83.70253431647994,353.1422680412371,77.3364558671032,120.59,114.13,42097,0.04750932370477706,0
2024-07,충청북도,1.0,26.31279313785076,37.7,83.70253431647994,353.1422680412371,77.3364558671032,120.59,114.13,31440,0.031806615776081425,0
2024-07,전북특별자치도,0.0,26.31279313785076,37.7,83.70253431647994,353.1422680412371,77.3364558671032,120.59,114.13,31373,0.0,0
2024-07,전라남도,10.0,26.31279313785076,37.7,83.70253431647994,353.1422680412371,77.3364558671032,120.59,114.13,37127,0.26934575915102216,1
2024-07,세종특별자치시,0.0,26.31279313785076,37.7,83.70253431647994,353.1422680412371,77.3364558671032,120.59,114.13,4829,0.0,0
2024-08,대전광역시,1.0,28.00284233340596,39.3,78.95452126210162,83.61752577319588,79.53516619543673,123.15,114.54,23164,0.04317043688482128,0
2024-08,강원특별자치도,4.0,28.00284233340596,39.3,78.95452126210162,83.61752577319588,79.53516619543673,123.15,114.54,43926,0.09106224104175203,0
2024-08,대구광역시,2.0,28.00284233340596,39.3,78.95452126210162,83.61752577319588,79.53516619543673,123.15,114.54,37976,0.052664840952180325,0
2024-08,제주특별자치도,0.0,28.00284233340596,39.3,78.95452126210162,83.61752577319588,79.53516619543673,123.15,114.54,24251,0.0,0
2024-08,울산광역시,1.0,28.00284233340596,39.3,78.95452126210162,83.61752577319588,79.53516619543673,123.15,114.54,19964,0.050090162292125824,0
2024-08,경상남도,4.0,28.00284233340596,39.3,78.95452126210162,83.61752577319588,79.53516619543673,123.15,114.54,67454,0.059299670886826576,0
2024-08,경기도,63.0,28.00284233340596,39.3,78.95452126210162,83.61752577319588,79.53516619543673,123.15,114.54,183285,0.3437269825681316,1
2024-08,부산광역시,3.0,28.00284233340596,39.3,78.95452126210162,83.61752577319588,79.53516619543673,123.15,114.54,55922,0.053646149994635385,0
2024-08,인천광역시,1.0,28.00284233340596,39.3,78.95452126210162,83.61752577319588,79.53516619543673,123.15,114.54,41726,0.02396587259742127,0
2024-08,서울특별시,12.0,28.00284233340596,39.3,78.95452126210162,83.61752577319588,79.53516619543673,123.15,114.54,138619,0.08656821936386787,0
2024-08,광주광역시,13.0,28.00284233340596,39.3,78.95452126210162,83.61752577319588,79.53516619543673,123.15,114.54,22065,0.5891683661907999,1
2024-08,경상북도,4.0,28.00284233340596,39.3,78.95452126210162,83.61752577319588,79.53516619543673,123.15,114.54,54980,0.07275372862859222,0
2024-08,충청남도,1.0,28.00284233340596,39.3,78.95452126210162,83.61752577319588,79.53516619543673,123.15,114.54,42097,0.02375466185238853,0
2024-08,충청북도,0.0,28.00284233340596,39.3,78.95452126210162,83.61752577319588,79.53516619543673,123.15,114.54,31440,0.0,0
2024-08,전북특별자치도,3.0,28.00284233340596,39.3,78.95452126210162,83.61752577319588,79.53516619543673,123.15,114.54,31373,0.09562362541038473,0
