Feature,Correlation (vs Count),OddsRatio,P_Value
THI,-0.04234847905638969,0.764286789246702,0.06169910412252544
CPI_AGRI,-0.10276331555416036,0.6188024441003303,0.01315705182276794
CPI_TOTAL,0.0014561209348085157,1.3877834116130556,0.08995531944476176
RESTAURANT_DENSITY,0.42170437260172283,1.0031666052322836,0.9800925300376044
