YEAR_MONTH,SIDO,TARGET_COUNT,RESTAURANT_DENSITY,VIOLATION_RATE,CPI_TOTAL,THI,RATE_SCORE,RATE_TREND,TREND_SCORE,CPI_PRESSURE_SCORE,HOTSPOT_REPEAT_COUNT_3M,HOTSPOT_REPEAT_SCORE,CLIMATE_CAUTION_FLAG,FSIPI,FSIPI_GRADE,TARGET
2026-02,대구광역시,16.0,37976,0.4213187276174426,118.4,42.12641637472754,94.37340153452686,0.8799018182597231,79.02813299232737,93.60613810741688,1.0,33.33333333333333,0,85.08525149190112,1등급·매우 높음,1
2026-03,대전광역시,6.0,23164,0.2590226213089276,118.8,48.01873224613504,87.59590792838875,0.7480186855067639,77.23785166240408,97.9539641943734,2.0,66.66666666666666,0,84.98508098891732,1등급·매우 높음,1
2025-04,세종특별자치시,2.0,4829,0.4141644232760406,116.38,56.031464941879086,93.86189258312021,1.8649148899467096,86.95652173913044,58.82352941176471,2.0,66.66666666666666,0,84.50554134697359,1등급·매우 높음,1
2025-09,충청북도,12.0,31440,0.381679389312977,117.06,72.26859651924399,92.8388746803069,8.36883749239197,96.16368286445012,71.86700767263427,1.0,33.33333333333333,1,84.4075021312873,1등급·매우 높음,1
2025-11,대구광역시,15.0,37976,0.3949863071413524,117.2,49.88159018896363,93.09462915601023,4.048458959567933,92.07161125319693,76.21483375959079,1.0,33.33333333333333,0,84.38192668371696,1등급·매우 높음,1
2026-01,경상북도,14.0,54980,0.2546380502000727,118.03,37.281032920297086,86.70076726342711,10.960705869458009,97.18670076726342,89.25831202046037,1.0,33.33333333333333,0,83.84484228473998,1등급·매우 높음,1
2025-07,부산광역시,20.0,55922,0.3576409999642359,116.52,77.75407159005208,92.07161125319693,0.9470396487619356,80.05115089514067,67.51918158567774,2.0,66.66666666666666,1,83.44416027280478,1등급·매우 높음,1
2025-06,울산광역시,7.0,19964,0.3506311360448808,116.31,70.97058460731459,91.30434782608695,2.2730992344201786,89.25831202046037,54.47570332480819,2.0,66.66666666666666,0,82.9070758738278,1등급·매우 높음,1
2025-01,충청남도,20.0,42097,0.4750932370477706,115.71,37.60077504162818,95.39641943734016,2.0234013771960697,87.7237851662404,37.084398976982094,2.0,66.66666666666666,0,82.24211423699917,1등급·매우 높음,1
2025-03,경상남도,25.0,67454,0.3706229430426661,116.29,48.30477583011704,92.58312020460357,0.2221389377506401,67.77493606138107,50.127877237851656,3.0,100.0,0,81.99488491048592,1등급·매우 높음,1
